id,title,author,pub_date,venue,volume,issue,page,type,publisher,editor
doi:10.1007/978-3-030-00668-6_8; wikidata:Q61661462,The SPAR Ontologies,"Peroni, Silvio [orcid:0000-0003-0530-4305; viaf:309649450; wikidata:Q30536251]; Shotton, David [orcid:0000-0001-5506-523X]",2018,"The Semantic Web – ISWC 2018 --- 17th International Semantic Web Conference, Monterey, CA, USA, October 8–12, 2018, Proceedings, Part II [doi:10.1007/978-3-030-00668-6; isbn:978-3-030-00670-9; isbn:978-3-030-00671-6]",,,119-136,book chapter,Springer International Publishing [crossref:297],
doi:10.3233/DS-170012,Automating semantic publishing,"Peroni, Silvio [orcid:0000-0003-0530-4305]",2017,Data Science [issn:2451-8484; issn:2451-8492],1,1-2,155-173,journal article,IOS Press [crossref:7437],
